rental_id,title,transaction_type,property_type,location,city,rent_etb_per_month,rent_currency,bedrooms,bathrooms,parking_spaces,area_m2,furnished,serviced,shared,agent_id,listing_status,verification_status,is_sample,location_accuracy,location_source,latitude,longitude,image_url,description
RENT-DEMO-060,3 Bedroom Detached Duplex for Rent – Ayat,rent,Detached Duplex,Ayat,Addis Ababa,85000,ETB,3,3,5,320,False,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom detached duplex in Ayat, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-061,Furnished 4 Bedroom House for Rent – Lebu,rent,House,Lebu,Addis Ababa,100000,ETB,4,3,2,400,True,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom house in Lebu, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-062,Furnished 4 Bedroom Villa for Rent – Sarbet,rent,Villa,Sarbet,Addis Ababa,125000,ETB,4,4,3,500,True,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom villa in Sarbet, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-063,5 Bedroom Condominium for Rent – Gerji,rent,Condominium,Gerji,Addis Ababa,45000,ETB,5,4,3,86,False,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom condominium in Gerji, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-064,1 Bedroom Serviced Apartment for Rent – Shola,rent,Serviced Apartment,Shola,Addis Ababa,50000,ETB,1,1,1,95,False,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 1-bedroom serviced apartment in Shola, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-065,Furnished 2 Bedroom Apartment for Rent – 22 Area,rent,Apartment,22 Area,Addis Ababa,60000,ETB,2,2,2,108,True,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom apartment in 22 Area, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-066,Furnished 2 Bedroom Furnished Apartment for Rent – Kirkos,rent,Furnished Apartment,Kirkos,Addis Ababa,75000,ETB,2,2,3,120,True,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom furnished apartment in Kirkos, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-067,3 Bedroom Condominium for Rent – Mexico,rent,Condominium,Mexico,Addis Ababa,90000,ETB,3,3,1,135,False,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom condominium in Mexico, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-068,3 Bedroom Serviced Apartment for Rent – Lideta,rent,Serviced Apartment,Lideta,Addis Ababa,120000,ETB,3,3,2,150,False,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom serviced apartment in Lideta, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-069,Furnished 3 Bedroom House for Rent – Kolfe Keranyo,rent,House,Kolfe Keranyo,Addis Ababa,55000,ETB,3,2,2,500,True,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom house in Kolfe Keranyo, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-070,Furnished 4 Bedroom Villa for Rent – Gofa,rent,Villa,Gofa,Addis Ababa,70000,ETB,4,4,3,650,True,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom villa in Gofa, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-071,4 Bedroom Townhouse for Rent – Yeka,rent,Townhouse,Yeka,Addis Ababa,85000,ETB,4,3,4,180,False,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom townhouse in Yeka, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-072,5 Bedroom Serviced Apartment for Rent – Hayahulet,rent,Serviced Apartment,Hayahulet,Addis Ababa,22000,ETB,5,4,3,260,False,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom serviced apartment in Hayahulet, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-073,Furnished 1 Bedroom Apartment for Rent – Urael,rent,Apartment,Urael,Addis Ababa,25000,ETB,1,1,1,55,True,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 1-bedroom apartment in Urael, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-074,Furnished 2 Bedroom Furnished Apartment for Rent – Gotera,rent,Furnished Apartment,Gotera,Addis Ababa,30000,ETB,2,2,2,75,True,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom furnished apartment in Gotera, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-075,3 Bedroom Townhouse for Rent – Nifas Silk-Lafto,rent,Townhouse,Nifas Silk-Lafto,Addis Ababa,200000,ETB,3,2,4,400,False,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom townhouse in Nifas Silk-Lafto, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-076,3 Bedroom Serviced Apartment for Rent – Bole,rent,Serviced Apartment,Bole,Addis Ababa,40000,ETB,3,3,1,95,False,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom serviced apartment in Bole, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-077,Furnished 3 Bedroom Apartment for Rent – Bole Atlas,rent,Apartment,Bole Atlas,Addis Ababa,45000,ETB,3,3,2,108,True,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom apartment in Bole Atlas, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-078,Furnished 3 Bedroom Furnished Apartment for Rent – Bole Medhanialem,rent,Furnished Apartment,Bole Medhanialem,Addis Ababa,50000,ETB,3,3,3,120,True,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom furnished apartment in Bole Medhanialem, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-079,4 Bedroom Condominium for Rent – Bole Wollo Sefer,rent,Condominium,Bole Wollo Sefer,Addis Ababa,60000,ETB,4,4,1,135,False,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom condominium in Bole Wollo Sefer, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-080,4 Bedroom Serviced Apartment for Rent – Kazanchis,rent,Serviced Apartment,Kazanchis,Addis Ababa,75000,ETB,4,4,2,150,False,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom serviced apartment in Kazanchis, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-081,Furnished 5 Bedroom House for Rent – Old Airport,rent,House,Old Airport,Addis Ababa,70000,ETB,5,4,2,320,True,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom house in Old Airport, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-082,Furnished 1 Bedroom Furnished Apartment for Rent – Megenagna,rent,Furnished Apartment,Megenagna,Addis Ababa,120000,ETB,1,1,1,190,True,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 1-bedroom furnished apartment in Megenagna, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-083,2 Bedroom Condominium for Rent – CMC,rent,Condominium,CMC,Addis Ababa,150000,ETB,2,2,2,220,False,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom condominium in CMC, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-084,2 Bedroom Serviced Apartment for Rent – Summit,rent,Serviced Apartment,Summit,Addis Ababa,220000,ETB,2,2,3,260,False,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom serviced apartment in Summit, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-085,Furnished 3 Bedroom House for Rent – Ayat,rent,House,Ayat,Addis Ababa,150000,ETB,3,2,2,180,True,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom house in Ayat, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-086,Furnished 3 Bedroom Villa for Rent – Lebu,rent,Villa,Lebu,Addis Ababa,200000,ETB,3,3,3,220,True,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom villa in Lebu, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-087,3 Bedroom Townhouse for Rent – Sarbet,rent,Townhouse,Sarbet,Addis Ababa,300000,ETB,3,2,4,280,False,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom townhouse in Sarbet, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-088,4 Bedroom Serviced Apartment for Rent – Gerji,rent,Serviced Apartment,Gerji,Addis Ababa,30000,ETB,4,4,1,95,False,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom serviced apartment in Gerji, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-089,Furnished 4 Bedroom Apartment for Rent – Shola,rent,Apartment,Shola,Addis Ababa,35000,ETB,4,4,2,108,True,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom apartment in Shola, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-090,Furnished 5 Bedroom Furnished Apartment for Rent – 22 Area,rent,Furnished Apartment,22 Area,Addis Ababa,40000,ETB,5,4,3,120,True,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom furnished apartment in 22 Area, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-091,1 Bedroom Condominium for Rent – Kirkos,rent,Condominium,Kirkos,Addis Ababa,45000,ETB,1,1,1,135,False,True,False,agent_demo_01,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 1-bedroom condominium in Kirkos, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-092,2 Bedroom Serviced Apartment for Rent – Mexico,rent,Serviced Apartment,Mexico,Addis Ababa,50000,ETB,2,2,2,150,False,False,False,agent_demo_02,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom serviced apartment in Mexico, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-093,Furnished 2 Bedroom Apartment for Rent – Lideta,rent,Apartment,Lideta,Addis Ababa,60000,ETB,2,2,3,165,True,False,False,agent_demo_03,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 2-bedroom apartment in Lideta, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-094,Furnished 3 Bedroom Villa for Rent – Kolfe Keranyo,rent,Villa,Kolfe Keranyo,Addis Ababa,100000,ETB,3,3,3,280,True,False,False,agent_demo_04,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom villa in Kolfe Keranyo, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-095,3 Bedroom Townhouse for Rent – Gofa,rent,Townhouse,Gofa,Addis Ababa,125000,ETB,3,2,4,320,False,False,False,agent_demo_05,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom townhouse in Gofa, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-096,3 Bedroom Detached Duplex for Rent – Yeka,rent,Detached Duplex,Yeka,Addis Ababa,150000,ETB,3,3,5,400,False,False,False,agent_demo_06,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom detached duplex in Yeka, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-097,Furnished 4 Bedroom Apartment for Rent – Hayahulet,rent,Apartment,Hayahulet,Addis Ababa,150000,ETB,4,4,1,55,True,False,False,agent_demo_07,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom apartment in Hayahulet, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-098,Furnished 4 Bedroom Furnished Apartment for Rent – Urael,rent,Furnished Apartment,Urael,Addis Ababa,220000,ETB,4,4,2,75,True,False,False,agent_demo_08,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 4-bedroom furnished apartment in Urael, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-099,5 Bedroom Condominium for Rent – Gotera,rent,Condominium,Gotera,Addis Ababa,18000,ETB,5,4,3,86,False,False,False,agent_demo_09,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 5-bedroom condominium in Gotera, Addis Ababa. Sample market-style record; not a verified live rental."
RENT-DEMO-100,3 Bedroom Detached Duplex for Rent – Nifas Silk-Lafto,rent,Detached Duplex,Nifas Silk-Lafto,Addis Ababa,35000,ETB,3,3,5,220,False,False,False,agent_demo_10,sample,unverified_demo,True,approximate,demo_neighborhood_geocode,,,https://images.unsplash.com/photo-1600607687920-4e2a09cf159d?auto=format&fit=crop&w=1200&q=80,"DEMO RENTAL for Medosha testing. 3-bedroom detached duplex in Nifas Silk-Lafto, Addis Ababa. Sample market-style record; not a verified live rental."
